"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/UGC3701583/SVR_GoodTime_Cordon/Materials/Lanscape.Lanscape","21","60","6","3","316.791077","336","2448"
"/UGC3701583/SVR_GoodTime_Cordon/Materials/NewMaterial.NewMaterial","21","0","6","1","0.000000","0","12"
"/UGC3701583/SVR_GoodTime_Cordon/Materials/Grmd_material1.Grmd_material1","21","0","6","1","0.000000","0","12"
"/UGC3701583/SVR_GoodTime_Cordon/Materials/Stone_Wall_vddjdfm/Wall.Wall","21","0","6","1","0.000000","0","12"
"/UGC3701583/SVR_GoodTime_Cordon/Materials/Rusty_Shipping_Container_vl3iaiedy/Wall2.Wall2","21","0","12","1","0.000000","0","24"
"/UGC3701583/SVR_GoodTime_Cordon/Materials/Rusty_Shipping_Container_vl3iaiedy/T_Rusty_Shipping_Container_vl3iaiedy_1K_Mat.T_Rusty_Shipping_Container_vl3iaiedy_1K_Mat","21","0","6","1","0.000000","0","12"
